TAVG
59
54
53
55
55
56
54
53
56
54
55
54
59
61
55
55
56
58
63
58
56
54
55
55
63
69
60
58
60
62
71
58
56
54
55
55
56
59
58
59
55
54
55
55
57
57
57
56
57
61
65
62
58
56
57
55
56
59
64
69
64
59
59
58
58
54
57
57
56
61
58
60
59
60
60
58
61
60
63
61
60
61
61
60
59
58
62
60
65
70
74
69
59
58
60
60
60
60
57
59
56
59
57
56
55
56
57
62
66
63
61
60
60
67
71
60
59
60
56
57
60
69
68
57
57
55
58
60
61
62
68
75
70
59
63
64
58
58
58
60
60
61
62
61
65
66
66
71
75
76
70
58
58
61
63
59
56
55
57
58
58
61
61
55
54
55
56
61
58
60
59
59
59
59























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































